,Date,Open,High,Low,Close,Adj Close,Volume,daily_return,Vader_Text_polarity,polarity_score_change,pos_count,neg_count,neu_count,tweet_count
141,2018-10-18,12.91,13.1,12.49,12.61,12.61,3147800.0,-0.048301886792452876,0.5085999999999997,-4.9773000000000005,5.0,5.0,8.0,18.0
142,2018-10-19,12.94,13.07,12.37,12.49,12.49,1924100.0,-0.00951625693893729,0.8356000000000003,0.3270000000000006,4.0,3.0,0.0,7.0
814,2018-10-20,,,,,,,,3.4426999999999994,2.607099999999999,9.0,3.0,3.0,15.0
815,2018-10-21,,,,,,,,0.9385999999999999,-2.5040999999999993,4.0,4.0,4.0,12.0
143,2018-10-22,13.0,13.07,12.75,13.05,13.05,3448800.0,0.044835868694956,5.6625,4.7238999999999995,8.0,0.0,4.0,12.0
144,2018-10-23,12.67,13.17,12.57,12.97,12.97,1836300.0,-0.006130268199233722,1.6004,-4.062099999999999,5.0,1.0,2.0,8.0
145,2018-10-24,12.89,12.94,11.87,11.99,11.99,3620900.0,-0.07555898226676949,2.6798,1.0794000000000001,7.0,3.0,5.0,15.0
146,2018-10-25,12.24,12.63,12.21,12.57,12.57,2778000.0,0.04837364470391994,5.5149,2.8350999999999997,13.0,2.0,7.0,22.0
147,2018-10-26,12.25,13.26,12.15,13.17,13.17,2576700.0,0.04773269689737467,2.9398,-2.5751,9.0,3.0,7.0,19.0
816,2018-10-27,,,,,,,,3.4924,0.5526,8.0,3.0,3.0,14.0
817,2018-10-28,,,,,,,,2.5806999999999998,-0.9117000000000002,5.0,1.0,5.0,11.0
148,2018-10-29,13.45,13.55,12.258,12.47,12.47,2044300.0,-0.053151100987091825,4.9718,2.3911000000000002,9.0,1.0,4.0,14.0
149,2018-10-30,12.58,13.4,12.31,13.1,13.1,2481200.0,0.05052125100240569,4.453,-0.5187999999999997,7.0,1.0,7.0,15.0
150,2018-10-31,13.63,14.5,13.28,13.5,13.5,8966500.0,0.030534351145038195,6.708799999999999,2.255799999999999,13.0,0.0,5.0,18.0
151,2018-11-01,13.85,15.16,13.03,14.19,14.19,12344900.0,0.05111111111111107,1.7437999999999998,-4.965,6.0,4.0,2.0,12.0
152,2018-11-02,14.96,15.18,14.16,14.43,14.43,5443900.0,0.01691331923890065,2.5137,0.7699000000000003,8.0,3.0,3.0,14.0
818,2018-11-03,,,,,,,,2.4624,-0.0512999999999999,11.0,7.0,14.0,32.0
819,2018-11-04,,,,,,,,2.7887000000000004,0.32630000000000026,5.0,1.0,2.0,8.0
153,2018-11-05,14.4,14.78,14.25,14.36,14.36,1709300.0,-0.004851004851004871,3.2017,0.4129999999999998,8.0,1.0,3.0,12.0
154,2018-11-06,14.36,15.48,14.35,14.91,14.91,4477600.0,0.03830083565459615,2.876,-0.3257000000000003,5.0,2.0,2.0,9.0
155,2018-11-07,15.39,15.44,14.81,15.15,15.15,2010600.0,0.016096579476861182,5.3737,2.4977000000000005,10.0,1.0,3.0,14.0
156,2018-11-08,15.06,15.08,14.35,14.49,14.49,2149400.0,-0.043564356435643575,2.1688,-3.2049000000000003,6.0,2.0,7.0,15.0
157,2018-11-09,14.06,14.06,13.32,13.4,13.4,2689400.0,-0.07522429261559695,1.3996,-0.7692000000000001,5.0,2.0,6.0,13.0
820,2018-11-10,,,,,,,,1.3773,-0.022299999999999986,6.0,3.0,4.0,13.0
821,2018-11-11,,,,,,,,4.0120000000000005,2.6347000000000005,8.0,1.0,6.0,15.0
158,2018-11-12,13.51,13.71,12.78,12.9,12.9,3235700.0,-0.03731343283582089,-0.3178999999999999,-4.3299,1.0,3.0,3.0,7.0
159,2018-11-13,13.33,13.93,13.1,13.77,13.77,2395300.0,0.06744186046511622,1.4769,1.7948,10.0,5.0,6.0,21.0
160,2018-11-14,13.87,14.14,13.54,13.56,13.56,1710900.0,-0.015250544662309302,5.1965,3.7196000000000002,11.0,1.0,4.0,16.0
161,2018-11-15,13.86,14.79,13.792,14.47,14.47,3435800.0,0.06710914454277286,7.642700000000001,2.446200000000001,17.0,2.0,9.0,28.0
162,2018-11-16,14.2,14.94,13.96,14.5,14.5,3597400.0,0.002073255010366231,2.2582,-5.384500000000001,8.0,1.0,6.0,15.0
822,2018-11-17,,,,,,,,2.459,0.2008000000000001,8.0,5.0,5.0,18.0
823,2018-11-18,,,,,,,,1.89,-0.5690000000000002,3.0,0.0,5.0,8.0
163,2018-11-19,14.4,14.42,13.02,13.025,13.025,5016800.0,-0.10172413793103446,1.6006,-0.2893999999999999,6.0,2.0,9.0,17.0
164,2018-11-20,13.05,13.9,12.85,13.6,13.6,5870700.0,0.04414587332053737,5.0627,3.4621000000000004,9.0,2.0,13.0,24.0
165,2018-11-21,13.79,16.129999,13.75,15.14,15.14,19460700.0,0.11323529411764713,3.9831000000000003,-1.0796000000000001,14.0,5.0,17.0,36.0
824,2018-11-22,,,,,,,,7.7496,3.7664999999999997,16.0,2.0,17.0,35.0
166,2018-11-23,14.53,15.06,14.2,14.98,14.98,2797700.0,-0.010568031704095121,-0.32249999999999995,-8.0721,4.0,5.0,14.0,23.0
825,2018-11-24,,,,,,,,0.2732,0.5956999999999999,1.0,0.0,1.0,2.0
167,2018-11-26,15.15,15.36,14.64,14.94,14.94,2888400.0,-0.0026702269692924514,,,,,,
168,2018-11-27,14.7,15.19,14.5,14.97,14.97,3099600.0,0.0020080321285141324,,,,,,
169,2018-11-28,15.2,16.17,15.03,16.139999,16.139999,5337900.0,0.07815624582498322,,,,,,
170,2018-11-29,15.93,15.95,14.64,14.93,14.93,6587000.0,-0.0749689637527239,,,,,,
171,2018-11-30,15.15,15.74,14.9,15.61,15.61,5782600.0,0.045545880776959126,,,,,,
172,2018-12-03,16.290001,16.74,15.32,15.42,15.42,5354700.0,-0.012171684817424696,,,,,,
173,2018-12-04,15.52,15.7,14.11,14.33,14.33,4901300.0,-0.07068741893644616,,,,,,
174,2018-12-06,14.03,14.73,13.9,14.68,14.68,4840400.0,0.024424284717376107,,,,,,
175,2018-12-07,14.66,15.4,14.52,14.69,14.69,3614300.0,0.0006811989100817293,,,,,,
176,2018-12-10,14.59,15.089,14.59,14.71,14.71,3151300.0,0.0013614703880191524,,,,,,
177,2018-12-11,15.02,15.33,14.81,15.05,15.05,2029900.0,0.023113528212100602,,,,,,
178,2018-12-12,15.3,15.64,15.17,15.29,15.29,3441400.0,0.015946843853820492,,,,,,
179,2018-12-13,15.44,15.57,14.91,14.95,14.95,2628500.0,-0.02223675604970568,,,,,,
180,2018-12-14,14.8,15.43,14.3,15.22,15.22,4102300.0,0.018060200668896412,,,,,,
181,2018-12-17,14.93,14.941,14.22,14.28,14.28,3110000.0,-0.06176084099868602,,,,,,
182,2018-12-18,14.48,14.8,14.3,14.72,14.72,3046800.0,0.03081232492997208,,,,,,
183,2018-12-19,14.8,15.17,14.5,14.55,14.55,3241400.0,-0.011548913043478255,0.8819,0.6087,1.0,0.0,0.0,1.0
184,2018-12-20,15.18,15.23,14.05,14.63,14.63,7514500.0,0.0054982817869415855,,,,,,
185,2018-12-21,15.18,15.5,13.16,13.3,13.3,13876800.0,-0.09090909090909091,,,,,,
186,2018-12-24,13.04,13.83,12.66,13.71,13.71,4584300.0,0.030827067669172942,,,,,,
187,2018-12-26,13.78,13.96,13.27,13.85,13.85,3562200.0,0.010211524434719094,,,,,,
188,2018-12-27,13.41,14.2,13.33,14.08,14.08,2181400.0,0.01660649819494588,1.586,0.7041000000000001,2.0,0.0,0.0,2.0
189,2018-12-28,14.04,14.42,13.81,14.37,14.37,2762100.0,0.02059659090909085,,,,,,
190,2018-12-31,14.57,15.0,14.4,14.59,14.59,2914100.0,0.015309672929714729,,,,,,
826,2019-01-01,,,,,,,,-0.5859,-2.1719,0.0,1.0,0.0,1.0
191,2019-01-02,14.0,14.63,13.98,14.28,14.28,1902100.0,-0.02124742974640168,,,,,,
192,2019-01-03,14.19,14.2,12.85,12.95,12.95,5039100.0,-0.0931372549019608,,,,,,
193,2019-01-04,13.45,13.89,13.4,13.7,13.7,2971900.0,0.05791505791505792,,,,,,
194,2019-01-07,13.94,14.37,13.74,14.27,14.27,2358000.0,0.041605839416058416,,,,,,
195,2019-01-08,14.515,15.1,14.4,14.78,14.78,4795200.0,0.03573931324456901,,,,,,
196,2019-01-09,14.04,16.370001,14.01,15.75,15.75,7953100.0,0.06562922868741547,5.235200000000001,5.8211,14.0,7.0,12.0,33.0
197,2019-01-10,15.4,16.6,15.3,16.26,16.26,5974600.0,0.03238095238095248,3.3933999999999997,-1.841800000000001,7.0,5.0,3.0,15.0
198,2019-01-11,16.02,16.09,15.29,15.36,15.36,4050200.0,-0.05535055350553518,0.8476999999999999,-2.5457,5.0,5.0,6.0,16.0
827,2019-01-12,,,,,,,,4.647099999999999,3.7993999999999994,10.0,3.0,9.0,22.0
828,2019-01-13,,,,,,,,6.6485,2.001400000000001,12.0,0.0,7.0,19.0
199,2019-01-14,15.2,15.37,14.71,15.06,15.06,2387300.0,-0.01953124999999993,1.5899999999999999,-5.0585,8.0,5.0,6.0,19.0
200,2019-01-15,15.33,15.8,15.23,15.51,15.51,3143300.0,0.029880478087649355,4.7242,3.1342,15.0,7.0,13.0,35.0
201,2019-01-16,15.77,16.15,15.56,16.030001,16.030001,4317900.0,0.033526821405544735,2.0509000000000004,-2.6732999999999993,9.0,4.0,7.0,20.0
202,2019-01-17,15.9,16.82,15.75,16.530001,16.530001,3893900.0,0.031191513961851908,2.6602,0.6092999999999997,8.0,3.0,8.0,19.0
203,2019-01-18,16.860001,17.09,16.6,16.709999,16.709999,3635100.0,0.010889170545119823,1.7422,-0.9180000000000001,5.0,1.0,7.0,13.0
829,2019-01-19,,,,,,,,2.9571,1.2149,6.0,0.0,7.0,13.0
830,2019-01-20,,,,,,,,4.866,1.9088999999999996,9.0,2.0,7.0,18.0
831,2019-01-21,,,,,,,,4.12,-0.7459999999999996,11.0,3.0,7.0,21.0
204,2019-01-22,16.16,16.190001,15.75,15.93,15.93,4492900.0,-0.0466785784966235,3.3315,-0.7885,7.0,1.0,13.0,21.0
205,2019-01-23,16.190001,16.370001,15.84,15.95,15.95,3083100.0,0.001255492780916483,0.4497000000000001,-2.8818,9.0,5.0,7.0,21.0
206,2019-01-24,16.09,17.18,16.0,16.889999,16.889999,4376000.0,0.05893410658307212,3.824699999999999,3.374999999999999,13.0,9.0,10.0,32.0
207,2019-01-25,17.219999,17.5,16.969999,17.440001,17.440001,3764300.0,0.0325637674697316,2.0814000000000004,-1.7432999999999987,6.0,5.0,8.0,19.0
832,2019-01-26,,,,,,,,12.354400000000002,10.273000000000001,24.0,3.0,10.0,37.0
833,2019-01-27,,,,,,,,6.1993,-6.155100000000002,19.0,9.0,18.0,46.0
208,2019-01-28,17.139999,18.16,16.799999,17.98,17.98,4097100.0,0.030963243637428788,5.8031,-0.39620000000000033,14.0,5.0,19.0,38.0
209,2019-01-29,17.99,18.379999,17.67,17.84,17.84,6344300.0,-0.007786429365962212,6.5978,0.7947000000000006,15.0,4.0,6.0,25.0
210,2019-01-30,18.190001,18.299999,17.68,17.76,17.76,2807300.0,-0.0044843049327353305,4.218800000000001,-2.3789999999999996,9.0,3.0,4.0,16.0
211,2019-01-31,18.280001,18.459999,17.959999,18.41,18.41,5100000.0,0.03659909909909902,3.3183,-0.900500000000001,5.0,1.0,8.0,14.0
212,2019-02-01,18.299999,18.610001,17.75,17.83,17.83,3082300.0,-0.03150461705594795,2.5338999999999996,-0.7844000000000002,8.0,3.0,12.0,23.0
834,2019-02-02,,,,,,,,2.4341,-0.09979999999999967,6.0,3.0,9.0,18.0
835,2019-02-03,,,,,,,,3.1306000000000003,0.6965000000000003,10.0,2.0,9.0,21.0
213,2019-02-04,17.889999,18.049999,17.469999,17.700001,17.700001,2415500.0,-0.0072910263600671895,5.4558,2.3251999999999997,8.0,0.0,9.0,17.0
214,2019-02-05,17.76,18.434999,17.66,18.209999,18.209999,2056400.0,0.028813444699805357,4.1507000000000005,-1.3050999999999995,7.0,0.0,5.0,12.0
215,2019-02-06,18.190001,18.48,18.07,18.209999,18.209999,2865400.0,0.0,-0.8761000000000001,-5.026800000000001,4.0,4.0,4.0,12.0
216,2019-02-07,17.99,18.065001,16.99,17.18,17.18,4054700.0,-0.05656227658222277,6.015700000000001,6.891800000000001,10.0,1.0,7.0,18.0
217,2019-02-08,16.99,17.65,16.43,17.459999,17.459999,1702700.0,0.01629796274738068,1.5545999999999998,-4.461100000000001,7.0,2.0,9.0,18.0
836,2019-02-09,,,,,,,,3.4109000000000003,1.8563000000000005,10.0,1.0,5.0,16.0
837,2019-02-10,,,,,,,,2.0097,-1.4012000000000002,4.0,2.0,13.0,19.0
218,2019-02-11,17.825001,17.950001,17.15,17.290001,17.290001,2375000.0,-0.009736426674480316,0.16449999999999998,-1.8452000000000002,2.0,1.0,9.0,12.0
219,2019-02-12,17.51,18.209999,17.51,17.860001,17.860001,3905300.0,0.03296703106032211,1.9752,1.8107000000000002,6.0,4.0,1.0,11.0
220,2019-02-13,18.110001,18.5,17.964001,18.200001,18.200001,2499700.0,0.01903695302144719,4.867700000000001,2.892500000000001,10.0,5.0,4.0,19.0
221,2019-02-14,18.82,19.200001,18.379999,18.92,18.92,6906900.0,0.039560382441737305,9.9469,5.079199999999998,19.0,2.0,15.0,36.0
222,2019-02-15,18.5,18.51,17.719999,17.74,17.74,6522000.0,-0.062367864693446254,8.103399999999999,-1.8435000000000006,16.0,2.0,47.0,65.0
838,2019-02-16,,,,,,,,2.8575000000000004,-5.245899999999999,11.0,7.0,29.0,47.0
839,2019-02-17,,,,,,,,2.8068999999999997,-0.050600000000000644,6.0,3.0,11.0,20.0
840,2019-02-18,,,,,,,,6.097899999999999,3.2909999999999995,10.0,1.0,18.0,29.0
223,2019-02-19,17.809999,18.219999,17.77,17.799999,17.799999,3313400.0,0.0033821307779031144,6.049600000000001,-0.048299999999998455,20.0,5.0,16.0,41.0
224,2019-02-20,18.030001,18.75,18.02,18.309999,18.309999,5234800.0,0.028651687002903853,,,,,,
225,2019-02-21,18.459999,18.68,17.93,18.139999,18.139999,3018500.0,-0.009284544472121582,,,,,,
226,2019-02-22,18.450001,19.549999,18.424999,19.48,19.48,7639100.0,0.07386995997078065,,,,,,
841,2019-02-23,,,,,,,,0.6628,-5.386800000000001,1.0,0.0,0.0,1.0
227,2019-02-25,20.5,21.0,19.559999,20.26,20.26,8690200.0,0.04004106776180704,,,,,,
228,2019-02-26,19.67,19.98,19.049999,19.73,19.73,4507000.0,-0.026159921026653557,,,,,,
229,2019-02-27,19.99,20.049999,19.43,19.860001,19.860001,5961000.0,0.006589001520527118,-0.3472,-1.01,0.0,1.0,0.0,1.0
230,2019-02-28,20.9,21.5,18.540001,18.98,18.98,17474500.0,-0.044310219319727125,,,,,,
231,2019-03-01,19.110001,19.200001,17.92,17.98,17.98,9815700.0,-0.05268703898840885,,,,,,
842,2019-03-02,,,,,,,,0.0,0.3472,0.0,0.0,1.0,1.0
232,2019-03-04,17.629999,19.0,17.57,18.82,18.82,10394200.0,0.04671857619577307,,,,,,
233,2019-03-05,18.66,19.32,18.268999,19.139999,19.139999,4526000.0,0.017003134962805488,,,,,,
234,2019-03-06,19.0,19.129999,18.514999,18.66,18.66,4299400.0,-0.02507831896960911,,,,,,
235,2019-03-07,18.4,18.6,17.67,17.799999,17.799999,3948000.0,-0.04608794212218652,,,,,,
236,2019-03-08,17.209999,18.200001,17.15,17.940001,17.940001,3441200.0,0.007865281340746091,,,,,,
237,2019-03-11,18.120001,18.620001,17.969999,18.6,18.6,4642200.0,0.03678923986682067,,,,,,
238,2019-03-12,18.709999,19.26,18.629999,18.9,18.9,3295500.0,0.016129032258064363,,,,,,
239,2019-03-13,18.9,19.1,18.174999,18.200001,18.200001,3825900.0,-0.037036984126984036,-0.1779,-0.1779,0.0,1.0,1.0,2.0
240,2019-03-14,18.299999,18.6,18.18,18.5,18.5,1640100.0,0.01648346063277687,0.45050000000000007,0.6284000000000001,8.0,6.0,8.0,22.0
241,2019-03-15,18.59,18.83,18.5,18.709999,18.709999,2184100.0,0.011351297297297287,2.2068,1.7562999999999998,5.0,2.0,24.0,31.0
843,2019-03-16,,,,,,,,4.034199999999999,1.8273999999999995,12.0,3.0,12.0,27.0
844,2019-03-17,,,,,,,,4.0600000000000005,0.025800000000001155,10.0,4.0,8.0,22.0
242,2019-03-18,18.91,18.950001,18.370001,18.5,18.5,2295800.0,-0.011223891567284414,2.5177000000000005,-1.5423,5.0,1.0,6.0,12.0
243,2019-03-19,18.57,19.0,18.450001,18.65,18.65,3482500.0,0.00810810810810803,1.4344000000000001,-1.0833000000000004,4.0,1.0,5.0,10.0
244,2019-03-20,18.620001,18.65,17.719999,17.75,17.75,5205700.0,-0.048257372654155424,7.634399999999999,6.199999999999999,15.0,3.0,7.0,25.0
245,2019-03-21,17.77,18.056999,17.549999,17.709999,17.709999,4727100.0,-0.0022535774647887423,2.3101,-5.324299999999999,7.0,1.0,5.0,13.0
246,2019-03-22,17.6,17.690001,17.200001,17.209999,17.209999,4250900.0,-0.02823263852245277,2.1519000000000004,-0.15819999999999945,7.0,3.0,5.0,15.0
845,2019-03-23,,,,,,,,5.970400000000001,3.8185000000000002,19.0,6.0,22.0,47.0
846,2019-03-24,,,,,,,,10.046500000000002,4.076100000000001,20.0,3.0,14.0,37.0
247,2019-03-25,17.110001,17.809999,17.049999,17.59,17.59,1901400.0,0.022080245327149643,-0.11959999999999993,-10.166100000000002,6.0,6.0,7.0,19.0
248,2019-03-26,17.65,17.9,17.610001,17.700001,17.700001,2688100.0,0.0062536100056850745,6.235000000000001,6.354600000000001,14.0,6.0,11.0,31.0
249,2019-03-27,17.709999,17.98,17.5,17.709999,17.709999,5441800.0,0.0005648587251491968,6.3188,0.08379999999999921,10.0,2.0,10.0,22.0
250,2019-03-28,17.75,18.200001,17.67,18.1,18.1,3779300.0,0.022021514512790295,1.4343999999999992,-4.884400000000001,4.0,5.0,8.0,17.0
251,2019-03-29,18.41,18.969999,17.83,18.950001,18.950001,6273500.0,0.04696138121546955,5.974300000000001,4.539900000000002,13.0,1.0,14.0,28.0
847,2019-03-30,,,,,,,,8.544900000000002,2.5706000000000007,15.0,2.0,14.0,31.0
848,2019-03-31,,,,,,,,4.7624,-3.7825000000000015,10.0,2.0,4.0,16.0
252,2019-04-01,19.24,19.299999,18.16,18.799999,18.799999,5938400.0,-0.007915672405505447,5.414499999999999,0.652099999999999,10.0,2.0,5.0,17.0
253,2019-04-02,18.389999,18.59,17.99,18.049999,18.049999,9102700.0,-0.03989361914327762,6.0243,0.6098000000000008,21.0,4.0,44.0,69.0
254,2019-04-03,18.27,18.6,17.98,18.08,18.08,21655200.0,0.001662105355241217,12.277499999999996,6.253199999999996,32.0,5.0,16.0,53.0
255,2019-04-04,18.030001,18.190001,16.921,17.23,17.23,11660000.0,-0.04701327433628307,4.4023,-7.875199999999996,12.0,3.0,11.0,26.0
256,2019-04-05,17.389999,18.25,17.24,18.02,18.02,7908800.0,0.045850261172373716,-1.1982,-5.6005,6.0,7.0,10.0,23.0
849,2019-04-06,,,,,,,,3.6829,4.8811,10.0,4.0,3.0,17.0
850,2019-04-07,,,,,,,,1.7416000000000007,-1.9412999999999994,11.0,7.0,7.0,25.0
257,2019-04-08,17.940001,18.135,17.690001,17.91,17.91,5201500.0,-0.006104328523862344,7.120300000000002,5.378700000000001,17.0,5.0,12.0,34.0
258,2019-04-09,17.92,17.959999,17.77,17.84,17.84,2435300.0,-0.003908431044109452,1.5264,-5.593900000000002,9.0,7.0,4.0,20.0
259,2019-04-10,17.99,17.99,17.42,17.629999,17.629999,2902900.0,-0.011771356502242059,0.9479,-0.5785,8.0,5.0,9.0,22.0
260,2019-04-11,17.5,17.77,17.379999,17.469999,17.469999,3652900.0,-0.009075440106377779,2.138,1.1901,4.0,1.0,5.0,10.0
261,2019-04-12,17.82,18.52,17.68,18.32,18.32,7307200.0,0.048654896889232725,2.8497999999999997,0.7117999999999998,8.0,2.0,10.0,20.0
851,2019-04-13,,,,,,,,2.4703000000000004,-0.3794999999999993,11.0,6.0,6.0,23.0
852,2019-04-14,,,,,,,,7.035800000000001,4.5655,13.0,1.0,13.0,27.0
262,2019-04-15,18.08,18.15,16.879999,17.18,17.18,8859100.0,-0.06222707423580789,4.068000000000001,-2.9677999999999995,14.0,5.0,6.0,25.0
263,2019-04-16,17.49,17.549999,17.0,17.1,17.1,4515100.0,-0.004656577415599435,2.7236,-1.3444000000000016,10.0,4.0,3.0,17.0
264,2019-04-17,17.26,17.299999,16.709999,16.93,16.93,5296400.0,-0.009941520467836357,3.7567999999999997,1.0332,9.0,4.0,12.0,25.0
265,2019-04-18,17.0,17.540001,16.959999,17.450001,17.450001,3426600.0,0.03071476668635562,0.9471,-2.8096999999999994,7.0,3.0,8.0,18.0
853,2019-04-19,,,,,,,,5.0432999999999995,4.0962,10.0,3.0,14.0,27.0
854,2019-04-20,,,,,,,,4.4329,-0.6103999999999994,11.0,1.0,6.0,18.0
855,2019-04-21,,,,,,,,-0.2808,-4.7137,0.0,1.0,1.0,2.0
266,2019-04-22,17.0,17.75,17.0,17.719999,17.719999,2792600.0,0.015472663869761445,,,,,,
267,2019-04-23,17.620001,17.99,17.611,17.73,17.73,4245600.0,0.0005643905510377871,,,,,,
268,2019-04-24,17.66,17.889999,17.190001,17.77,17.77,2285000.0,0.0022560631697687056,,,,,,
269,2019-04-25,17.540001,17.65,17.030001,17.49,17.49,2990600.0,-0.015756893640967988,,,,,,
270,2019-04-26,17.469999,17.809999,17.281,17.780001,17.780001,2251800.0,0.01658096054888509,,,,,,
271,2019-04-29,17.719999,17.85,17.413,17.68,17.68,2642800.0,-0.005624352889518899,,,,,,
272,2019-04-30,17.559999,17.9,17.450001,17.799999,17.799999,3617400.0,0.006787273755656107,,,,,,
273,2019-05-01,17.9,18.08,17.805,17.83,17.83,2544300.0,0.0016854495328903452,,,,,,
274,2019-05-02,17.799999,18.15,17.514999,17.719999,17.719999,2462900.0,-0.006169433538979076,,,,,,
275,2019-05-03,17.9,18.309999,17.75,18.190001,18.190001,3247500.0,0.026523816395249082,,,,,,
276,2019-05-06,17.35,17.57,17.030001,17.4,17.4,4826500.0,-0.04343050888232498,,,,,,
277,2019-05-07,17.27,17.6,16.969999,17.09,17.09,3042500.0,-0.017816091954022915,,,,,,
278,2019-05-08,17.08,17.389999,16.799999,17.139999,17.139999,3634400.0,0.002925629022820344,,,,,,
279,2019-05-09,16.709999,17.17,16.190001,17.139999,17.139999,6096600.0,0.0,,,,,,
280,2019-05-10,17.17,17.5,16.58,17.1,17.1,3930900.0,-0.002333664080143652,,,,,,
281,2019-05-13,16.51,16.65,16.030001,16.209999,16.209999,4672900.0,-0.052046842105263245,0.4888,0.7696000000000001,1.0,0.0,0.0,1.0
282,2019-05-14,16.690001,16.700001,14.82,15.39,15.39,16739100.0,-0.050585999419247296,,,,,,
283,2019-05-15,15.46,15.69,15.19,15.53,15.53,4802100.0,0.009096816114359895,,,,,,
284,2019-05-16,15.63,15.965,15.501,15.81,15.81,3529900.0,0.018029620090148173,0.899,0.4102,1.0,0.0,0.0,1.0
285,2019-05-17,15.53,15.7,15.25,15.35,15.35,4076700.0,-0.02909550917141055,0.7519,-0.1471,1.0,0.0,0.0,1.0
286,2019-05-20,15.0,15.1,14.43,14.58,14.58,4531100.0,-0.05016286644951137,,,,,,
287,2019-05-21,14.87,15.035,14.64,14.77,14.77,5223500.0,0.013031550068587071,0.9443,0.19240000000000002,1.0,0.0,1.0,2.0
288,2019-05-22,14.73,14.995,14.45,14.69,14.69,2483000.0,-0.005416384563304,,,,,,
289,2019-05-23,14.2,14.473,13.83,14.32,14.32,4847400.0,-0.025187202178352568,,,,,,
290,2019-05-24,14.49,14.574,13.99,14.05,14.05,2452900.0,-0.018854748603351925,0.7861,-0.1582,1.0,0.0,0.0,1.0
856,2019-05-25,,,,,,,,1.01,0.2239,5.0,4.0,7.0,16.0
857,2019-05-26,,,,,,,,6.5911,5.5811,14.0,5.0,7.0,26.0
858,2019-05-27,,,,,,,,4.4045,-2.1866000000000003,9.0,1.0,5.0,15.0
291,2019-05-28,14.37,14.63,13.98,14.01,14.01,3617400.0,-0.0028469750889680372,3.8945,-0.5099999999999998,7.0,0.0,11.0,18.0
292,2019-05-29,13.88,14.02,13.655,13.78,13.78,3338000.0,-0.016416845110635292,6.880800000000001,2.986300000000001,13.0,2.0,4.0,19.0
293,2019-05-30,13.93,14.05,13.82,13.89,13.89,1532700.0,0.007982583454281655,1.0779999999999998,-5.802800000000001,7.0,3.0,6.0,16.0
294,2019-05-31,13.63,13.72,13.3,13.5,13.5,2886300.0,-0.028077753779697665,4.3447000000000005,3.2667000000000006,11.0,5.0,7.0,23.0
859,2019-06-01,,,,,,,,2.9604999999999997,-1.3842000000000008,6.0,3.0,2.0,11.0
860,2019-06-02,,,,,,,,1.9166000000000003,-1.0438999999999994,5.0,1.0,2.0,8.0
295,2019-06-03,13.51,13.795,13.23,13.48,13.48,5497300.0,-0.00148148148148145,4.2788,2.3622,10.0,1.0,9.0,20.0
296,2019-06-04,13.45,14.275,13.27,14.11,14.11,5363800.0,0.04673590504451031,4.1741,-0.10470000000000024,10.0,3.0,10.0,23.0
297,2019-06-05,14.42,14.45,13.48,13.99,13.99,6164700.0,-0.00850460666194183,6.8534999999999995,2.6793999999999993,18.0,3.0,7.0,28.0
298,2019-06-06,13.9,14.34,13.73,14.17,14.17,2654300.0,0.012866333095067885,9.038599999999999,2.1850999999999994,15.0,1.0,10.0,26.0
299,2019-06-07,14.15,15.1,14.1,14.8,14.8,5002000.0,0.044460127028934426,3.6866000000000003,-5.3519999999999985,11.0,7.0,9.0,27.0
861,2019-06-08,,,,,,,,5.664199999999999,1.977599999999999,14.0,3.0,11.0,28.0
862,2019-06-09,,,,,,,,0.8714000000000001,-4.792799999999999,5.0,2.0,3.0,10.0
300,2019-06-10,14.91,15.31,14.88,15.06,15.06,3584400.0,0.01756756756756755,4.1307,3.2593,10.0,2.0,2.0,14.0
301,2019-06-11,15.51,15.629,14.545,14.92,14.92,5314200.0,-0.009296148738379851,8.537799999999999,4.407099999999999,16.0,4.0,7.0,27.0
302,2019-06-12,14.56,14.78,14.41,14.69,14.69,1471300.0,-0.015415549597855257,3.0989,-5.4388999999999985,7.0,2.0,6.0,15.0
303,2019-06-13,14.62,14.8,14.25,14.48,14.48,3091900.0,-0.014295439074200073,2.0347,-1.0642,5.0,0.0,9.0,14.0
304,2019-06-14,14.33,14.45,14.01,14.27,14.27,2575900.0,-0.014502762430939285,1.2098999999999998,-0.8248000000000002,6.0,1.0,2.0,9.0
863,2019-06-15,,,,,,,,3.0642,1.8543000000000003,7.0,2.0,8.0,17.0
864,2019-06-16,,,,,,,,1.7559,-1.3083,5.0,4.0,14.0,23.0
305,2019-06-17,14.2,14.58,14.19,14.36,14.36,1461100.0,0.006306937631394525,3.8088,2.0529,9.0,2.0,3.0,14.0
306,2019-06-18,14.59,15.5,14.5,15.16,15.16,4473100.0,0.05571030640668529,1.7342,-2.0746,6.0,4.0,5.0,15.0
307,2019-06-19,15.23,15.34,14.95,15.19,15.19,955000.0,0.0019788918205804326,4.7684,3.0342,7.0,1.0,4.0,12.0
308,2019-06-20,15.57,15.93,15.48,15.58,15.58,3130600.0,0.025674786043449676,2.7283,-2.0401,9.0,4.0,14.0,27.0
309,2019-06-21,15.34,15.57,15.1,15.44,15.44,2675600.0,-0.008985879332477572,3.9055,1.1772,11.0,3.0,8.0,22.0
865,2019-06-22,,,,,,,,2.9071999999999996,-0.9983000000000004,11.0,2.0,8.0,21.0
866,2019-06-23,,,,,,,,8.678,5.770800000000001,14.0,1.0,3.0,18.0
