Date,Open,High,Low,Close,Adj Close,Volume
2020-03-26,30.490000,34.000000,30.350000,34.000000,33.762749,104254791
2020-03-27,35.099998,35.099998,32.490002,32.650002,32.422169,111420063
2020-03-30,33.000000,34.240002,32.330002,33.299999,33.067631,80105774
2020-03-31,33.660000,33.779999,32.459999,32.860001,32.630703,60588159
2020-04-01,32.490002,32.740002,31.580000,31.660000,31.439077,59718779
2020-04-02,31.650000,32.240002,31.030001,32.000000,31.776705,52133856
2020-04-03,31.900000,33.750000,31.799999,32.959999,32.730003,71207212
2020-04-07,32.950001,34.230000,32.560001,33.869999,33.633656,66918558
2020-04-08,33.799999,35.200001,33.099998,33.889999,33.653515,77459164
2020-04-09,34.000000,34.950001,33.509998,33.619999,33.385399,60657236
2020-04-10,33.200001,34.340000,32.400002,32.880001,32.650566,56697354
2020-04-13,33.000000,33.939999,32.799999,33.340000,33.107353,43476548
2020-04-14,33.480000,34.560001,32.900002,34.299999,34.060654,57169356
2020-04-15,34.200001,35.480000,33.980000,34.750000,34.507515,61241951
2020-04-16,34.439999,37.340000,34.150002,36.529999,36.275093,89712536
2020-04-17,36.250000,36.599998,35.560001,35.580002,35.331726,57757160
2020-04-20,35.980000,37.590000,35.799999,37.099998,36.841114,71055637
2020-04-21,36.950001,38.200001,36.639999,37.580002,37.317768,61191381
2020-04-22,37.000000,37.389999,36.689999,37.099998,36.841114,40048004
2020-04-23,38.500000,38.799999,36.240002,36.389999,36.136070,85519159
2020-04-24,36.380001,36.889999,35.070000,35.299999,35.053677,66665850
2020-04-27,35.549999,36.459999,34.849998,36.209999,35.957325,54664685
2020-04-28,35.799999,36.250000,34.709999,35.389999,35.143047,47233151
2020-04-29,35.360001,35.919998,34.000000,34.000000,33.762749,49241784
2020-04-30,33.509998,33.860001,32.669998,33.630001,33.395332,64928878
2020-05-06,33.490002,34.189999,33.299999,34.189999,33.951420,43869990
2020-05-07,34.080002,34.439999,33.680000,33.700001,33.464844,35445082
2020-05-08,33.750000,34.150002,33.259998,33.439999,33.206654,41285922
2020-05-11,33.849998,34.049999,33.459999,33.849998,33.613792,34984294
2020-05-12,33.830002,34.380001,33.610001,34.090000,33.852119,36289053
2020-05-13,34.000000,34.000000,33.419998,33.810001,33.574078,28581009
2020-05-14,33.549999,33.549999,32.349998,32.349998,32.124260,51952837
2020-05-15,32.599998,32.900002,32.139999,32.750000,32.521473,31930919
2020-05-18,32.790001,33.639999,32.270000,32.919998,32.690285,39112561
2020-05-19,33.660000,34.049999,32.900002,32.939999,32.710144,43361534
2020-05-20,32.840000,32.889999,32.200001,32.320000,32.094471,36526893
2020-05-21,32.320000,33.549999,31.920000,33.009998,32.779655,47420902
2020-05-22,32.720001,32.759998,30.969999,31.139999,30.922705,46634888
2020-05-25,31.129999,31.740000,31.000000,31.340000,31.121311,20456115
2020-05-26,31.549999,31.879999,31.379999,31.549999,31.329844,18830987
2020-05-27,31.590000,31.690001,30.580000,31.020000,30.803543,27362745
2020-05-28,30.900000,31.250000,29.959999,30.320000,30.108427,30442021
2020-05-29,30.360001,30.959999,30.330000,30.750000,30.535427,23248926
2020-06-01,31.200001,31.440001,31.010000,31.290001,31.071661,25093126
2020-06-02,31.200001,31.200001,30.680000,30.879999,30.664518,26339424
2020-06-03,30.980000,31.820000,30.910000,31.350000,31.131241,34367721
2020-06-04,31.520000,31.549999,30.850000,31.010000,30.793613,19713122
2020-06-05,30.990000,31.219999,30.549999,31.200001,30.982288,19278400
2020-06-08,31.180000,31.379999,30.830000,30.940001,30.724102,18344065
2020-06-09,30.980000,31.469999,30.780001,31.260000,31.041868,22484304
2020-06-10,31.340000,32.340000,31.049999,32.340000,32.114334,45827697
2020-06-11,32.080002,32.599998,31.660000,32.099998,31.876005,37934965
2020-06-12,31.600000,33.500000,31.590000,33.000000,32.769726,51396823
2020-06-15,33.540001,33.990002,32.810001,33.349998,33.117283,47590419
2020-06-16,33.349998,33.570000,32.840000,33.400002,33.166939,31944698
2020-06-17,33.860001,35.000000,33.860001,34.840000,34.596886,60724704
2020-06-18,34.750000,34.750000,33.610001,33.669998,33.435051,47072497
2020-06-19,33.250000,33.970001,33.250000,33.639999,33.405262,32379722
2020-06-22,33.500000,33.580002,32.509998,33.000000,32.769726,41638462
2020-06-23,32.930000,33.200001,32.669998,33.119999,32.888889,26341521
2020-06-24,33.110001,33.250000,32.580002,32.660000,32.432098,26824879
2020-06-29,32.730000,33.900002,32.720001,33.880001,33.643589,41209815
2020-06-30,33.930000,33.970001,33.470001,33.849998,33.613792,34071383
2020-07-01,33.830002,33.830002,32.799999,33.180000,32.948471,40841594
2020-07-02,33.880001,35.880001,33.869999,34.470001,34.229469,79672893
2020-07-03,34.689999,34.689999,33.610001,34.419998,34.179817,50457217
2020-07-06,34.419998,35.500000,34.119999,35.330002,35.083469,63163526
2020-07-07,35.480000,36.200001,35.009998,35.529999,35.282070,65933813
2020-07-08,35.470001,35.700001,35.070000,35.540001,35.292004,47189426
2020-07-09,35.389999,36.599998,35.230000,36.000000,35.748795,57858321
2020-07-10,35.820000,36.540001,35.369999,35.540001,35.292004,49789436
2020-07-13,35.869999,37.970001,35.869999,37.639999,37.377350,64484253
2020-07-14,39.580002,40.500000,38.279999,38.939999,38.668278,95288153
2020-07-15,39.959999,42.830002,39.500000,42.830002,42.531136,133755653
2020-07-16,42.799999,42.799999,38.549999,38.549999,38.280998,128703138
2020-07-17,38.150002,40.880001,37.389999,40.099998,39.820183,83549550
2020-07-20,41.349998,42.290001,40.230000,41.049999,40.763554,64985344
2020-07-21,41.650002,44.689999,41.650002,43.959999,43.653248,93048047
2020-07-22,42.889999,44.430000,42.750000,43.270000,42.968063,66769550
2020-07-23,44.810001,47.599998,44.099998,47.599998,47.267845,136336083
2020-07-24,46.500000,51.790001,45.980000,48.119999,47.784218,162663660
2020-07-27,48.700001,52.930000,48.320000,52.930000,52.560658,93426924
2020-07-28,54.790001,56.500000,50.000000,51.279999,50.922169,188733828
2020-07-29,50.549999,56.279999,50.549999,55.889999,55.500000,151669264
2020-07-30,57.000000,61.049999,56.000000,59.000000,59.000000,195118604
2020-07-31,57.099998,62.799999,57.009998,62.230000,62.230000,156038138
2020-08-03,62.599998,68.449997,60.360001,68.449997,68.449997,152293713
2020-08-04,70.000000,74.580002,63.650002,67.279999,67.279999,218796503
2020-08-05,64.580002,74.010002,64.010002,74.010002,74.010002,176791234
2020-08-06,76.000000,79.190002,70.070000,75.599998,75.599998,207143362
2020-08-07,73.019997,75.199997,68.180000,69.699997,69.699997,179363359
2020-08-10,68.099998,68.099998,64.099998,64.400002,64.400002,156631842
2020-08-11,63.380001,65.949997,61.500000,62.110001,62.110001,139520858
2020-08-12,62.000000,62.700001,56.680000,58.560001,58.560001,151484301
2020-08-13,59.619999,61.380001,57.680000,60.049999,60.049999,136969492
2020-08-14,58.599998,59.470001,56.230000,58.200001,58.200001,107415681
2020-08-17,59.009998,60.139999,57.380001,59.299999,59.299999,102067326
2020-08-18,58.900002,60.480000,57.880001,58.520000,58.520000,90854904
2020-08-19,58.000000,58.000000,54.110001,54.209999,54.209999,122035960
2020-08-20,53.799999,55.570000,53.349998,54.849998,54.849998,76944543
2020-08-21,54.990002,55.480000,53.000000,53.490002,53.490002,71098042
2020-08-24,54.160000,54.650002,52.520000,54.310001,54.310001,57087586
2020-08-25,54.410000,54.599998,52.820000,52.980000,52.980000,52290993
2020-08-26,53.560001,55.060001,53.060001,53.240002,53.240002,82959072
2020-08-27,52.830002,52.990002,50.880001,52.680000,52.680000,67608962
2020-08-28,53.799999,56.590000,52.959999,56.230000,56.230000,120117860
2020-08-31,56.230000,56.250000,54.500000,54.820000,54.820000,72058110
2020-09-01,54.000000,54.610001,52.900002,53.700001,53.700001,51536785
2020-09-02,53.500000,54.340000,53.180000,53.299999,53.299999,37064714
2020-09-03,53.680000,54.279999,52.709999,52.919998,52.919998,46409274
2020-09-04,51.009998,53.000000,51.000000,52.599998,52.599998,40795501
2020-09-07,52.560001,52.560001,49.779999,49.880001,49.880001,57193539
2020-09-08,50.700001,51.070000,49.580002,50.520000,50.520000,35665198
2020-09-09,49.680000,49.680000,48.110001,48.110001,48.110001,51308727
2020-09-10,49.299999,49.880001,48.400002,48.410000,48.410000,39134008
2020-09-11,48.599998,49.369999,48.209999,48.410000,48.410000,34220010
2020-09-14,48.660000,49.250000,47.250000,47.750000,47.750000,40801316
2020-09-15,47.990002,50.299999,47.330002,49.680000,49.680000,57340293
2020-09-16,49.349998,49.380001,46.900002,47.200001,47.200001,59342539
2020-09-17,46.709999,47.259998,45.889999,46.779999,46.779999,41701188
2020-09-18,46.770000,48.090000,46.610001,47.750000,47.750000,37692072
2020-09-21,47.799999,48.700001,47.040001,48.029999,48.029999,33091855
2020-09-22,47.669998,49.599998,47.500000,48.369999,48.369999,51049105
2020-09-23,48.419998,52.419998,47.599998,52.150002,52.150002,103843377
2020-09-24,51.000000,52.470001,50.340000,51.450001,51.450001,72627433
2020-09-25,51.049999,53.790001,50.919998,51.990002,51.990002,69416268
2020-09-28,52.299999,52.950001,50.240002,50.549999,50.549999,44352709
2020-09-29,50.290001,50.430000,48.810001,50.090000,50.090000,39768517
2020-09-30,50.099998,50.549999,48.930000,49.110001,49.110001,30445775
2020-10-09,51.520000,54.020000,50.650002,54.020000,54.020000,76667456
2020-10-12,55.459999,55.950001,54.169998,55.330002,55.330002,75141403
2020-10-13,55.340000,60.590000,54.400002,58.849998,58.849998,97838923
2020-10-14,58.900002,62.500000,57.660000,59.700001,59.700001,106872819
2020-10-15,58.799999,61.060001,57.520000,59.910000,59.910000,81584870
2020-10-16,59.700001,62.200001,59.680000,61.410000,61.410000,71657765
2020-10-19,61.990002,62.299999,58.020000,58.060001,58.060001,76260146
2020-10-20,58.070000,59.270000,57.599998,58.900002,58.900002,46143812
2020-10-21,59.200001,61.349998,58.750000,58.799999,58.799999,63769972
2020-10-22,57.500000,57.500000,55.330002,55.759998,55.759998,65109077
2020-10-23,55.759998,56.299999,52.080002,52.750000,52.750000,72635342
2020-10-26,52.799999,54.200001,52.250000,53.580002,53.580002,40744556
2020-10-27,52.200001,53.799999,52.000000,53.230000,53.230000,30926880
2020-10-28,53.599998,53.779999,52.080002,53.209999,53.209999,30586393
2020-10-29,52.060001,56.060001,52.060001,56.060001,56.060001,70527931
2020-10-30,57.009998,57.009998,53.799999,54.380001,54.380001,51609147
2020-11-02,54.830002,54.880001,52.000000,53.049999,53.049999,41605949
2020-11-03,53.080002,54.439999,52.180000,53.919998,53.919998,31541308
2020-11-04,53.700001,53.919998,52.610001,52.950001,52.950001,27358548
2020-11-05,53.500000,53.910000,52.389999,52.840000,52.840000,33231265
2020-11-06,52.439999,52.450001,48.880001,49.450001,49.450001,77350856
2020-11-09,49.750000,52.150002,49.549999,51.509998,51.509998,57610678
2020-11-10,56.660000,56.660000,55.680000,56.660000,56.660000,110911787
2020-11-11,56.660000,60.200001,52.830002,56.799999,56.799999,150531738
2020-11-12,57.000000,61.000000,56.000000,59.139999,59.139999,122882102
2020-11-13,57.000000,58.500000,56.349998,57.330002,57.330002,79331363
2020-11-16,58.349998,59.389999,57.000000,57.810001,57.810001,63529075
2020-11-17,55.000000,55.299999,52.950001,53.400002,53.400002,87784757
2020-11-18,53.299999,53.299999,51.150002,51.540001,51.540001,60409785
2020-11-19,52.080002,52.959999,51.700001,52.279999,52.279999,38813887
2020-11-20,52.599998,52.950001,51.700001,52.540001,52.540001,30651771
2020-11-23,53.299999,54.939999,52.820000,54.770000,54.770000,55679971
2020-11-24,54.000000,54.169998,52.810001,53.020000,53.020000,38986036
2020-11-25,52.500000,54.220001,51.549999,53.150002,53.150002,47728429
2020-11-26,51.299999,52.349998,51.299999,51.590000,51.590000,38884901
2020-11-27,51.500000,51.849998,50.599998,51.349998,51.349998,27879992
2020-11-30,51.490002,52.000000,50.970001,52.000000,52.000000,30454957
2020-12-01,52.549999,53.450001,52.150002,52.419998,52.419998,43736102
2020-12-02,53.029999,53.150002,51.820000,52.470001,52.470001,34158193
2020-12-03,53.259998,55.520000,53.009998,55.400002,55.400002,84992532
2020-12-04,54.160000,55.799999,54.000000,55.290001,55.290001,59671231
2020-12-07,54.500000,54.790001,53.799999,54.080002,54.080002,37223612
2020-12-08,54.150002,54.779999,53.419998,53.529999,53.529999,26594396
2020-12-09,53.880001,55.549999,53.209999,55.070000,55.070000,60332625
2020-12-10,54.000000,55.270000,53.610001,54.840000,54.840000,47632001
2020-12-11,54.830002,57.369999,54.029999,57.020000,57.020000,87344024
2020-12-14,57.650002,58.000000,55.660000,56.230000,56.230000,61761649
2020-12-15,54.799999,56.099998,54.509998,54.740002,54.740002,49640887
2020-12-16,55.400002,57.259998,55.070000,56.779999,56.779999,69484663
2020-12-17,57.220001,58.990002,56.000000,56.619999,56.619999,89241771
2020-12-18,56.630001,56.860001,55.049999,55.910000,55.910000,53144913
2020-12-21,55.950001,56.500000,54.790001,56.360001,56.360001,53285655
2020-12-22,55.990002,58.880001,55.820000,57.730000,57.730000,88697314
2020-12-23,56.830002,58.099998,56.000000,57.880001,57.880001,59795030
2020-12-24,58.110001,58.330002,57.009998,57.480000,57.480000,51051052
2020-12-25,57.400002,57.400002,55.500000,55.689999,55.689999,51797347
2020-12-28,56.040001,56.380001,53.060001,53.110001,53.110001,57895046
2020-12-29,52.119999,52.200001,51.009998,51.580002,51.580002,47402237
2020-12-30,51.250000,52.380001,51.250000,51.790001,51.790001,32168056
